_id,co2,temperatura,humedad,VPD,fecha,sensor,__v
657ca9397851df10c09556a6,421,19.71274948,78.20095825,0.500893295,2023-12-15T14:30:01.481Z,650dc7d640e0be7842fc4239,0
657caa657851df10c09556a8,425,19.70206833,78.57328033,0.492012024,2023-12-15T14:35:01.473Z,650dc7d640e0be7842fc4239,0
657cab917851df10c09556aa,426,19.7314415,78.61142731,0.492031872,2023-12-15T14:40:01.806Z,650dc7d640e0be7842fc4239,0
657cacbd7851df10c09556ac,428,19.66468239,78.73349762,0.487201422,2023-12-15T14:45:01.496Z,650dc7d640e0be7842fc4239,0
657cadee7851df10c09556ae,429,19.67269325,78.83573914,0.485100269,2023-12-15T14:50:06.438Z,650dc7d640e0be7842fc4239,0
657caf1a7851df10c09556b0,428,19.70740891,78.88304138,0.485059857,2023-12-15T14:55:06.448Z,650dc7d640e0be7842fc4239,0
657cb0467851df10c09556b2,428,19.69138718,78.74875641,0.487659335,2023-12-15T15:00:06.462Z,650dc7d640e0be7842fc4239,0
657cb16d7851df10c09556b4,432,19.65400124,79.07225037,0.479123116,2023-12-15T15:05:01.500Z,650dc7d640e0be7842fc4239,0
657cb29e7851df10c09556b6,433,19.69138718,79.32707977,0.474388301,2023-12-15T15:10:06.445Z,650dc7d640e0be7842fc4239,0
657cb3ca7851df10c09556b8,431,19.65133095,78.86473083,0.483793885,2023-12-15T15:15:06.453Z,650dc7d640e0be7842fc4239,0
657cb4f67851df10c09556ba,427,19.63263893,79.12413025,0.477302015,2023-12-15T15:20:06.450Z,650dc7d640e0be7842fc4239,0
657cb61d7851df10c09556bc,434,19.68604469,78.95780945,0.482702136,2023-12-15T15:25:01.498Z,650dc7d640e0be7842fc4239,0
657cb7497851df10c09556be,433,19.66735268,79.12565613,0.478296608,2023-12-15T15:30:01.518Z,650dc7d640e0be7842fc4239,0
657cb8757851df10c09556c0,431,19.69672775,79.18669128,0.477768242,2023-12-15T15:35:01.500Z,650dc7d640e0be7842fc4239,0
657cb9a17851df10c09556c2,430,19.66735268,79.24162292,0.475639462,2023-12-15T15:40:01.519Z,650dc7d640e0be7842fc4239,0
