Types,version,Describe,Test date,Test time,E(lx),Candle E(fc),CCT(K),Duv,CIE x,CIE y,CIE u,CIE v,CIE u',CIE v',SDCM,Ra,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,Ee(mW/c©O),S/P,Dominant(nm),Purity(%),Half width(nm),Peak(nm),Center(nm),Centroid(nm),R ratio(%),G ratio(%),B ratio(%),CIE1931 X,CIE1931 Y,CIE1931 Z,Integral Time(ms),Peak Signal,Dark Signal,Compensate level,Start wava(nm),End wava(nm),
OHSP-350C,1.50.0,OHS,2023-10-19,19:11:43,2385.54,221.62,100000,-0.02708,0.2394,0.1873,0.2008,0.2357,0.2008,0.3535,63.18,80.4,79,80,78,78,87,80,81,80,64,68,74,57,78,89,92,1.133,3.392,462.10,48.7,19.5,451.7,451.4,505.9,12.1,78.9,9.0,4464.801,3492.740,10689.853,51.00,50199,3055,2936,380,780,
