Types,version,Describe,Test date,Test time,E(lx),Candle E(fc),CCT(K),Duv,CIE x,CIE y,CIE u,CIE v,CIE u',CIE v',SDCM,Ra,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,Ee(mW/c©O),S/P,Dominant(nm),Purity(%),Half width(nm),Peak(nm),Center(nm),Centroid(nm),R ratio(%),G ratio(%),B ratio(%),CIE1931 X,CIE1931 Y,CIE1931 Z,Integral Time(ms),Peak Signal,Dark Signal,Compensate level,Start wava(nm),End wava(nm),
OHSP-350C,1.50.0,OHS,2023-10-19,19:18:51,10206.69,948.22,2824,-0.02015,0.4203,0.3518,0.2635,0.3308,0.2635,0.4962,21.89,90.2,96,92,92,90,95,91,85,80,58,94,90,83,90,93,95,4.435,1.439,596.00,31.7,6.5,672.2,672.7,580.7,25.3,72.3,2.4,17855.318,14943.914,9680.705,17.00,51822,3126,2936,380,780,
