Types,version,Describe,Test date,Test time,E(lx),Candle E(fc),CCT(K),Duv,CIE x,CIE y,CIE u,CIE v,CIE u',CIE v',SDCM,Ra,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,Ee(mW/c©O),S/P,Dominant(nm),Purity(%),Half width(nm),Peak(nm),Center(nm),Centroid(nm),R ratio(%),G ratio(%),B ratio(%),CIE1931 X,CIE1931 Y,CIE1931 Z,Integral Time(ms),Peak Signal,Dark Signal,Compensate level,Start wava(nm),End wava(nm),
OHSP-350C,1.50.0,OHS,2023-10-19,19:20:33,18453.71,1714.39,2645,-0.01722,0.4361,0.3621,0.2694,0.3356,0.2694,0.5035,20.07,88.1,89,89,96,87,86,80,88,90,86,82,81,66,86,98,93,7.844,1.456,593.20,39.5,11.2,611.9,614.3,591.9,29.4,68.2,2.3,32535.266,27018.600,15058.033,12.00,49369,3123,2936,380,780,
