Types,version,Describe,Test date,Test time,E(lx),Candle E(fc),CCT(K),Duv,CIE x,CIE y,CIE u,CIE v,CIE u',CIE v',SDCM,Ra,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,Ee(mW/c©O),S/P,Dominant(nm),Purity(%),Half width(nm),Peak(nm),Center(nm),Centroid(nm),R ratio(%),G ratio(%),B ratio(%),CIE1931 X,CIE1931 Y,CIE1931 Z,Integral Time(ms),Peak Signal,Dark Signal,Compensate level,Start wava(nm),End wava(nm),
OHSP-350C,1.50.0,OHS,2023-10-19,19:23:08,23390.56,2173.04,2851,-0.01153,0.4307,0.3742,0.2599,0.3387,0.2599,0.5080,12.55,90.7,89,91,97,89,88,85,93,94,90,85,84,76,88,98,93,9.878,1.518,588.70,41.6,20.6,611.9,618.3,596.3,28.4,69.3,2.3,39416.074,34246.793,17863.668,12.00,51804,3150,2936,380,780,
